gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic
002184,000003,06/30/1999,,S&P 500 Comp-Ltd,I0003,BEST BUY CO INC,BBY
011228,000003,07/01/1999,,S&P 500 Comp-Ltd,I0003,VULCAN MATERIALS CO,VMC
024800,000003,07/22/1999,,S&P 500 Comp-Ltd,I0003,QUALCOMM INC,QCOM
001013,000003,08/02/1999,07/01/2007,S&P 500 Comp-Ltd,I0003,ADC TELECOMMUNICATIONS INC,ADCT.1
022140,000003,08/02/1999,12/04/2008,S&P 500 Comp-Ltd,I0003,ALLIED WASTE INDUSTRIES INC,AW
114303,000003,08/09/1999,09/02/2002,S&P 500 Comp-Ltd,I0003,CONOCO INC,COC1
061552,000003,08/13/1999,09/30/2012,S&P 500 Comp-Ltd,I0003,LEXMARK INTL INC  -CL A,LXK
010621,000003,09/20/1999,09/17/2001,S&P 500 Comp-Ltd,I0003,TOSCO CORP,TOS.1
113491,000003,09/29/1999,10/09/2001,S&P 500 Comp-Ltd,I0003,GLOBAL CROSSING LTD,GLBC
012256,000003,10/01/1999,05/13/2001,S&P 500 Comp-Ltd,I0003,STEEL EXCEL INC,SXCL
025338,000003,10/01/1999,07/25/2017,S&P 500 Comp-Ltd,I0003,BED BATH & BEYOND INC,BBBY
001075,000003,10/04/1999,,S&P 500 Comp-Ltd,I0003,PINNACLE WEST CAPITAL CORP,PNW
001632,000003,10/12/1999,,S&P 500 Comp-Ltd,I0003,ANALOG DEVICES,ADI
012138,000003,10/13/1999,,S&P 500 Comp-Ltd,I0003,PRICE (T. ROWE) GROUP,TROW
006649,000003,10/18/1999,,S&P 500 Comp-Ltd,I0003,LEGGETT & PLATT INC,LEG
004242,000003,10/26/1999,05/24/2012,S&P 500 Comp-Ltd,I0003,EL PASO CORP,EP
012884,000003,10/27/1999,01/31/2007,S&P 500 Comp-Ltd,I0003,COMVERSE TECHNOLOGY INC,CMVT
125533,000003,11/05/1999,11/16/2010,S&P 500 Comp-Ltd,I0003,PACTIV CORP,PTV
022325,000003,11/08/1999,,S&P 500 Comp-Ltd,I0003,XILINX INC,XLNX
010453,000003,11/15/1999,12/22/2013,S&P 500 Comp-Ltd,I0003,TERADYNE INC,TER
030095,000003,11/16/1999,09/25/2003,S&P 500 Comp-Ltd,I0003,QUINTILES TRANSNATIONAL CORP,0573B
061676,000003,12/01/1999,,S&P 500 Comp-Ltd,I0003,CITRIX SYSTEMS INC,CTXS
007506,000003,12/01/1999,12/09/2013,S&P 500 Comp-Ltd,I0003,MOLEX INC,MOLX
008118,000003,12/02/1999,04/01/2001,S&P 500 Comp-Ltd,I0003,OLD KENT FINANCIAL CORP,OK.2
062634,000003,12/08/1999,06/18/2017,S&P 500 Comp-Ltd,I0003,ALTABA INC,AABA
028338,000003,12/31/1999,12/18/2008,S&P 500 Comp-Ltd,I0003,TRANSOCEAN LTD,RIG
007648,000003,01/04/2000,09/30/2007,S&P 500 Comp-Ltd,I0003,NCR CORP,NCR
110536,000003,01/06/2000,10/02/2000,S&P 500 Comp-Ltd,I0003,YOUNG & RUBICAM INC,YNR.1
012389,000003,01/31/2000,,S&P 500 Comp-Ltd,I0003,HARLEY-DAVIDSON INC,HOG
116526,000003,01/31/2000,06/25/2002,S&P 500 Comp-Ltd,I0003,CONEXANT SYSTEMS INC,CNXT.1
002226,000003,01/31/2000,11/12/2003,S&P 500 Comp-Ltd,I0003,BIOGEN INC-OLD,BGEN
063766,000003,03/16/2000,04/01/2007,S&P 500 Comp-Ltd,I0003,SABRE HOLDINGS CORP  -CL A,TSG.2
029356,000003,04/03/2000,07/04/2005,S&P 500 Comp-Ltd,I0003,VERITAS SOFTWARE CORP,VRTS.1
012216,000003,04/03/2000,03/12/2017,S&P 500 Comp-Ltd,I0003,LINEAR TECHNOLOGY CORP,LLTC
014324,000003,04/18/2000,12/28/2015,S&P 500 Comp-Ltd,I0003,ALTERA CORP,ALTR.1
062602,000003,05/05/2000,05/12/2002,S&P 500 Comp-Ltd,I0003,SAPIENT CORP,SAPE
063180,000003,05/05/2000,01/31/2006,S&P 500 Comp-Ltd,I0003,SIEBEL SYSTEMS INC,SEBL
014256,000003,05/10/2000,09/26/2007,S&P 500 Comp-Ltd,I0003,MAXIM INTEGRATED PRODUCTS,MXIM
014565,000003,06/01/2000,02/14/2007,S&P 500 Comp-Ltd,I0003,AMERICAN POWER CONVERSION CP,APCC.
126554,000003,06/05/2000,,S&P 500 Comp-Ltd,I0003,AGILENT TECHNOLOGIES INC,A
025434,000003,06/08/2000,,S&P 500 Comp-Ltd,I0003,STARBUCKS CORP,SBUX
113419,000003,06/13/2000,12/20/2009,S&P 500 Comp-Ltd,I0003,CONVERGYS CORP,CVG
024008,000003,06/16/2000,05/31/2007,S&P 500 Comp-Ltd,I0003,MEDIMMUNE INC,MEDI
016751,000003,06/19/2000,08/31/2004,S&P 500 Comp-Ltd,I0003,CHARTER ONE FINANCIAL INC,CF.6
014623,000003,06/19/2000,06/04/2012,S&P 500 Comp-Ltd,I0003,NOVELLUS SYSTEMS INC,NVLS.1
013646,000003,06/21/2000,,S&P 500 Comp-Ltd,I0003,TIFFANY & CO,TIF
028139,000003,06/21/2000,07/01/2007,S&P 500 Comp-Ltd,I0003,SANMINA CORP,SANM
136648,000003,06/29/2000,01/02/2006,S&P 500 Comp-Ltd,I0003,VISTEON CORP,VC
029095,000003,06/29/2000,01/03/2006,S&P 500 Comp-Ltd,I0003,MERCURY INTERACTIVE CORP,MERQ
066708,000003,07/03/2000,01/31/2016,S&P 500 Comp-Ltd,I0003,BROADCOM CORP,BRCM
137232,000003,07/13/2000,11/22/2011,S&P 500 Comp-Ltd,I0003,JANUS CAPITAL GROUP INC,JNS
002549,000003,07/17/2000,06/03/2001,S&P 500 Comp-Ltd,I0003,CIT GROUP INC-OLD,CIT.1
029241,000003,07/27/2000,12/22/2013,S&P 500 Comp-Ltd,I0003,VIAVI SOLUTIONS INC,VIAV
132502,000003,07/28/2000,08/13/2002,S&P 500 Comp-Ltd,I0003,PALM INC,PALM
006799,000003,08/21/2000,08/26/2007,S&P 500 Comp-Ltd,I0003,KEYSPAN CORP,KSE
014934,000003,08/30/2000,,S&P 500 Comp-Ltd,I0003,DEVON ENERGY CORP,DVN
139662,000003,10/02/2000,10/25/2007,S&P 500 Comp-Ltd,I0003,AVAYA INC,5933B
139665,000003,10/03/2000,,S&P 500 Comp-Ltd,I0003,MOODY'S CORP,MCO
025495,000003,10/03/2000,12/20/2009,S&P 500 Comp-Ltd,I0003,DYNEGY INC,DYN
112033,000003,10/03/2000,12/19/2010,S&P 500 Comp-Ltd,I0003,KING PHARMACEUTICALS INC,KG
001661,000003,10/18/2000,03/22/2015,S&P 500 Comp-Ltd,I0003,NABORS INDUSTRIES LTD,NBR
065554,000003,10/23/2000,03/13/2005,S&P 500 Comp-Ltd,I0003,POWER-ONE INC,PWER
007974,000003,11/02/2000,,S&P 500 Comp-Ltd,I0003,NISOURCE INC,NI
016478,000003,11/02/2000,,S&P 500 Comp-Ltd,I0003,EOG RESOURCES INC,EOG
063099,000003,11/06/2000,09/03/2001,S&P 500 Comp-Ltd,I0003,BROADVISION INC,BVSN
005723,000003,11/17/2000,09/22/2016,S&P 500 Comp-Ltd,I0003,STARWOOD HOTELS&RESORTS WRLD,HOT
004843,000003,11/22/2000,06/30/2014,S&P 500 Comp-Ltd,I0003,FOREST LABORATORIES  -CL A,FRX
003011,000003,11/24/2000,04/19/2006,S&P 500 Comp-Ltd,I0003,CHIRON CORP,CHIR.1
063605,000003,12/01/2000,12/01/2005,S&P 500 Comp-Ltd,I0003,CALPINE CORP,8356B
002312,000003,12/05/2000,,S&P 500 Comp-Ltd,I0003,ROBERT HALF INTL INC,RHI
027928,000003,12/11/2000,,S&P 500 Comp-Ltd,I0003,INTUIT INC,INTU
133768,000003,12/11/2000,,S&P 500 Comp-Ltd,I0003,METLIFE INC,MET
010232,000003,12/11/2000,01/09/2007,S&P 500 Comp-Ltd,I0003,SYMBOL TECHNOLOGIES,SBL.2
024287,000003,12/11/2000,06/10/2008,S&P 500 Comp-Ltd,I0003,AMBAC FINANCIAL GROUP INC,AMBC
001279,000003,12/11/2000,02/27/2011,S&P 500 Comp-Ltd,I0003,ALLEGHENY ENERGY INC,AYE
010115,000003,12/12/2000,,S&P 500 Comp-Ltd,I0003,STRYKER CORP,SYK
024803,000003,12/12/2000,08/20/2002,S&P 500 Comp-Ltd,I0003,VITESSE SEMICONDUCTOR CORP,VTSS
006310,000003,12/12/2000,05/30/2007,S&P 500 Comp-Ltd,I0003,KINDER MORGAN INC,KMI
029791,000003,12/12/2000,01/17/2011,S&P 500 Comp-Ltd,I0003,QLOGIC CORP,QLGC
065904,000003,01/02/2001,05/17/2006,S&P 500 Comp-Ltd,I0003,APPLIED MICRO CIRCUITS CORP,AMCC
011925,000003,01/16/2001,03/26/2009,S&P 500 Comp-Ltd,I0003,NOBLE CORP PLC,NE
028195,000003,01/30/2001,11/04/2014,S&P 500 Comp-Ltd,I0003,JABIL INC,JBL
063669,000003,02/07/2001,03/28/2007,S&P 500 Comp-Ltd,I0003,UNIVISION COMMUNICATIONS INC,5952B
135484,000003,02/27/2001,03/19/2017,S&P 500 Comp-Ltd,I0003,FRONTIER COMMUNICATIONS CORP,FTRCQ
003062,000003,03/01/2001,,S&P 500 Comp-Ltd,I0003,CINTAS CORP,CTAS
012635,000003,04/02/2001,,S&P 500 Comp-Ltd,I0003,FISERV INC,FISV
003373,000003,04/02/2001,02/26/2004,S&P 500 Comp-Ltd,I0003,CONCORD EFS INC,CE.2
140033,000003,04/03/2001,07/16/2003,S&P 500 Comp-Ltd,I0003,GENON ENERGY INC,GEN.3
119417,000003,05/14/2001,02/28/2010,S&P 500 Comp-Ltd,I0003,PEPSI BOTTLING GROUP INC,PBG
064156,000003,06/04/2001,12/18/2011,S&P 500 Comp-Ltd,I0003,MONSTER WORLDWIDE INC,MWW
011687,000003,06/25/2001,,S&P 500 Comp-Ltd,I0003,ZIONS BANCORPORATION NA,ZION
128659,000003,06/28/2001,04/28/2004,S&P 500 Comp-Ltd,I0003,HANCOCK JOHN FINL SVCS INC,JHF
144066,000003,07/02/2001,12/02/2018,S&P 500 Comp-Ltd,I0003,ROCKWELL COLLINS,COL
134845,000003,07/09/2001,10/26/2004,S&P 500 Comp-Ltd,I0003,AT&T WIRELESS SERVICES INC,AWE.2
023943,000003,08/03/2001,07/01/2007,S&P 500 Comp-Ltd,I0003,PMC-SIERRA INC,PMCS
004560,000003,08/06/2001,07/08/2015,S&P 500 Comp-Ltd,I0003,FAMILY DOLLAR STORES,FDO
144559,000003,08/07/2001,,S&P 500 Comp-Ltd,I0003,ZIMMER BIOMET HOLDINGS INC,ZBH
031673,000003,08/30/2001,,S&P 500 Comp-Ltd,I0003,AMERISOURCEBERGEN CORP,ABC
064356,000003,08/30/2001,12/20/2009,S&P 500 Comp-Ltd,I0003,CIENA CORP,CIEN
006097,000003,09/04/2001,06/22/2014,S&P 500 Comp-Ltd,I0003,INTL GAME TECHNOLOGY,IGT.1
024318,000003,09/04/2001,09/16/2018,S&P 500 Comp-Ltd,I0003,XL GROUP LTD,XL
005885,000003,09/21/2001,07/16/2002,S&P 500 Comp-Ltd,I0003,IMMUNEX CORP,IMNX
065048,000003,10/10/2001,02/11/2007,S&P 500 Comp-Ltd,I0003,EQUITY OFFICE PROPERTIES TR,EOP
010277,000003,10/10/2001,06/30/2016,S&P 500 Comp-Ltd,I0003,TECO ENERGY INC,TE
012338,000003,11/07/2001,03/01/2007,S&P 500 Comp-Ltd,I0003,HEALTH MANAGEMENT ASSOC,HMA
117768,000003,11/30/2001,,S&P 500 Comp-Ltd,I0003,NVIDIA CORP,NVDA
028733,000003,12/03/2001,,S&P 500 Comp-Ltd,I0003,EQUITY RESIDENTIAL,EQR
012233,000003,12/14/2001,04/03/2011,S&P 500 Comp-Ltd,I0003,GENZYME CORP,GENZ
024032,000003,12/17/2001,03/03/2009,S&P 500 Comp-Ltd,I0003,JONES GROUP INC,JNY
061574,000003,01/02/2002,,S&P 500 Comp-Ltd,I0003,WATERS CORP,WAT
015709,000003,01/17/2002,02/21/2016,S&P 500 Comp-Ltd,I0003,PLUM CREEK TIMBER CO INC,PCL
028034,000003,01/30/2002,07/17/2008,S&P 500 Comp-Ltd,I0003,CHUBB LTD,CB
011135,000003,02/01/2002,02/23/2003,S&P 500 Comp-Ltd,I0003,RATIONAL SOFTWARE CORP,RATL
007067,000003,02/11/2002,07/05/2011,S&P 500 Comp-Ltd,I0003,MARSHALL & ILSLEY CORP,MI.1
004737,000003,05/06/2002,06/23/2013,S&P 500 Comp-Ltd,I0003,FIRST HORIZON NATIONAL CORP,FHN
001567,000003,05/13/2002,06/05/2008,S&P 500 Comp-Ltd,I0003,TRANE INC,TT.2
022794,000003,05/15/2002,04/29/2010,S&P 500 Comp-Ltd,I0003,BJ SERVICES CO,BJS.1
031122,000003,05/15/2002,06/30/2013,S&P 500 Comp-Ltd,I0003,APOLLO EDUCATION GROUP INC,APOL
029389,000003,06/26/2002,,S&P 500 Comp-Ltd,I0003,SIMON PROPERTY GROUP INC,SPG
015202,000003,07/17/2002,11/30/2006,S&P 500 Comp-Ltd,I0003,NORTH FORK BANCORPORATION,NFB
010920,000003,07/22/2002,,S&P 500 Comp-Ltd,I0003,UNITED PARCEL SERVICE INC,UPS
016721,000003,07/22/2002,,S&P 500 Comp-Ltd,I0003,ELECTRONIC ARTS INC,EA
114524,000003,07/22/2002,,S&P 500 Comp-Ltd,I0003,EBAY INC,EBAY
114628,000003,07/22/2002,,S&P 500 Comp-Ltd,I0003,GOLDMAN SACHS GROUP INC,GS
143356,000003,07/22/2002,,S&P 500 Comp-Ltd,I0003,PRUDENTIAL FINANCIAL INC,PRU
145701,000003,07/22/2002,,S&P 500 Comp-Ltd,I0003,PRINCIPAL FINANCIAL GRP INC,PFG
012144,000003,07/22/2002,08/11/2005,S&P 500 Comp-Ltd,I0003,SUNGARD DATA SYSTEMS INC,0139A
145046,000003,07/25/2002,,S&P 500 Comp-Ltd,I0003,ANTHEM INC,ANTM
140760,000003,08/14/2002,06/06/2018,S&P 500 Comp-Ltd,I0003,MONSANTO CO,MON
062689,000003,08/21/2002,,S&P 500 Comp-Ltd,I0003,TRAVELERS COS INC,TRV
120877,000003,09/04/2002,07/25/2017,S&P 500 Comp-Ltd,I0003,REYNOLDS AMERICAN INC,RAI
003226,000003,11/19/2002,,S&P 500 Comp-Ltd,I0003,COMCAST CORP,CMCSA
064166,000003,12/12/2002,,S&P 500 Comp-Ltd,I0003,QUEST DIAGNOSTICS INC,DGX
009063,000003,02/24/2003,08/07/2017,S&P 500 Comp-Ltd,I0003,AUTONATION INC,AN
030490,000003,03/14/2003,,S&P 500 Comp-Ltd,I0003,APARTMENT INVST & MGMT CO,AIV
007146,000003,03/21/2003,,S&P 500 Comp-Ltd,I0003,MCCORMICK & CO INC,MKC
015855,000003,03/31/2003,,S&P 500 Comp-Ltd,I0003,NORTONLIFELOCK INC,NLOK
066731,000003,04/16/2003,01/01/2013,S&P 500 Comp-Ltd,I0003,FEDERATED HERMES INC,FHI
029984,000003,07/17/2003,,S&P 500 Comp-Ltd,I0003,PROLOGIS INC,PLD
007186,000003,08/20/2003,04/03/2012,S&P 500 Comp-Ltd,I0003,MEDCO HEALTH SOLUTIONS INC,MHS
025356,000003,09/26/2003,12/23/2018,S&P 500 Comp-Ltd,I0003,EXPRESS SCRIPTS HOLDING CO,ESRX
024468,000003,11/13/2003,,S&P 500 Comp-Ltd,I0003,BIOGEN INC,BIIB
004699,000003,02/27/2004,,S&P 500 Comp-Ltd,I0003,M & T BANK CORP,MTB
031549,000003,03/25/2004,03/22/2007,S&P 500 Comp-Ltd,I0003,CAREMARK RX INC,CMX.1
063501,000003,04/01/2004,,S&P 500 Comp-Ltd,I0003,E TRADE FINANCIAL CORP,ETFC
030697,000003,04/02/2004,02/07/2010,S&P 500 Comp-Ltd,I0003,AFFILIATED COMPUTER SERVICES,ACS
007637,000003,04/23/2004,,S&P 500 Comp-Ltd,I0003,MYLAN NV,MYL
015247,000003,04/29/2004,,S&P 500 Comp-Ltd,I0003,VALERO ENERGY CORP,VLO
160255,000003,05/03/2004,09/02/2015,S&P 500 Comp-Ltd,I0003,HOSPIRA INC,HSP
024856,000003,07/01/2004,,S&P 500 Comp-Ltd,I0003,GILEAD SCIENCES INC,GILD
017130,000003,07/01/2004,01/29/2009,S&P 500 Comp-Ltd,I0003,SANTANDER HOLDINGS USA INC,STD2
013204,000003,08/03/2004,11/09/2006,S&P 500 Comp-Ltd,I0003,FISHER SCIENTIFIC INTL INC,FSH.2
140541,000003,09/01/2004,,S&P 500 Comp-Ltd,I0003,TAPESTRY INC,TPR
149738,000003,10/27/2004,07/26/2009,S&P 500 Comp-Ltd,I0003,CIT GROUP INC,CIT
014960,000003,11/01/2004,,S&P 500 Comp-Ltd,I0003,LABORATORY CP OF AMER HLDGS,LH
110685,000003,12/01/2004,06/30/2019,S&P 500 Comp-Ltd,I0003,L3 TECHNOLOGIES INC,LLL
157858,000003,12/03/2004,12/03/2006,S&P 500 Comp-Ltd,I0003,FREESCALE SEMICONDUCTOR INC,BX1
002849,000003,12/20/2004,09/06/2007,S&P 500 Comp-Ltd,I0003,BBVA COMPASS BANCSHARES INC,BBVA1
008787,000003,12/20/2004,10/07/2007,S&P 500 Comp-Ltd,I0003,ARCHSTONE INC-REDH,ASN
012886,000003,12/20/2004,03/19/2019,S&P 500 Comp-Ltd,I0003,TWENTY-FIRST CENTURY FOX INC,TFCFA
028256,000003,12/29/2004,06/27/2010,S&P 500 Comp-Ltd,I0003,XTO ENERGY INC,XTO
063892,000003,03/14/2005,,S&P 500 Comp-Ltd,I0003,NATIONAL OILWELL VARCO INC,NOV
006307,000003,03/28/2005,09/04/2012,S&P 500 Comp-Ltd,I0003,SEARS HOLDINGS CORP,SHLDQ
002710,000003,07/05/2005,,S&P 500 Comp-Ltd,I0003,CONSTELLATION BRANDS,STZ
025340,000003,07/05/2005,,S&P 500 Comp-Ltd,I0003,D R HORTON INC,DHI
004367,000003,07/22/2005,02/25/2009,S&P 500 Comp-Ltd,I0003,WEATHERFORD INTL PLC,WFTLF
010793,000003,08/11/2005,,S&P 500 Comp-Ltd,I0003,TYSON FOODS INC  -CL A,TSN
011220,000003,08/12/2005,,S&P 500 Comp-Ltd,I0003,VORNADO REALTY TRUST,VNO
007620,000003,08/15/2005,07/25/2017,S&P 500 Comp-Ltd,I0003,MURPHY OIL CORP,MUR
010096,000003,08/19/2005,,S&P 500 Comp-Ltd,I0003,PUBLIC STORAGE,PSA
023877,000003,08/30/2005,05/08/2013,S&P 500 Comp-Ltd,I0003,COVENTRY HEALTH CARE INC,CVH
164708,000003,10/03/2005,,S&P 500 Comp-Ltd,I0003,AMERIPRISE FINANCIAL INC,AMP
006669,000003,10/04/2005,,S&P 500 Comp-Ltd,I0003,LENNAR CORP,LEN
025880,000003,10/11/2005,03/18/2018,S&P 500 Comp-Ltd,I0003,PATTERSON COS INC,PDCO
064768,000003,11/21/2005,,S&P 500 Comp-Ltd,I0003,AMAZON.COM INC,AMZN
158354,000003,12/02/2005,11/17/2015,S&P 500 Comp-Ltd,I0003,GENWORTH FINANCIAL INC,GNW
014535,000003,12/20/2005,06/30/2008,S&P 500 Comp-Ltd,I0003,EW SCRIPPS  -CL A,SSP
024893,000003,01/03/2006,08/28/2017,S&P 500 Comp-Ltd,I0003,WHOLE FOODS MARKET INC,WFM
165675,000003,01/03/2006,12/04/2019,S&P 500 Comp-Ltd,I0003,VIACOM INC,VIAB
061567,000003,01/05/2006,,S&P 500 Comp-Ltd,I0003,LAUDER (ESTEE) COS INC -CL A,EL
066368,000003,02/01/2006,,S&P 500 Comp-Ltd,I0003,VERISIGN INC,VRSN
012788,000003,02/01/2006,03/15/2017,S&P 500 Comp-Ltd,I0003,HARMAN INTERNATIONAL INDS,HAR
013365,000003,02/27/2006,12/22/2008,S&P 500 Comp-Ltd,I0003,BARR PHARMACEUTICALS INC,BRL
027786,000003,03/03/2006,03/18/2018,S&P 500 Comp-Ltd,I0003,CHESAPEAKE ENERGY CORP,CHK
024731,000003,04/03/2006,,S&P 500 Comp-Ltd,I0003,KIMCO REALTY CORP,KIM
064925,000003,04/03/2006,,S&P 500 Comp-Ltd,I0003,BOSTON PROPERTIES INC,BXP
160329,000003,04/03/2006,,S&P 500 Comp-Ltd,I0003,ALPHABET INC,GOOGL
062655,000003,04/03/2006,05/23/2013,S&P 500 Comp-Ltd,I0003,DEAN FOODS CO,DFODQ
061513,000003,04/20/2006,05/12/2016,S&P 500 Comp-Ltd,I0003,SANDISK CORP,SNDK
006653,000003,04/24/2006,12/01/2016,S&P 500 Comp-Ltd,I0003,LEGG MASON INC,LM
174130,000003,05/18/2006,06/30/2009,S&P 500 Comp-Ltd,I0003,EMBARQ CORP,EQ.2
121718,000003,06/02/2006,,S&P 500 Comp-Ltd,I0003,JUNIPER NETWORKS INC,JNPR
016784,000003,06/06/2006,03/30/2008,S&P 500 Comp-Ltd,I0003,COMMERCE BANCORP INC/NJ,CBH.1
120093,000003,06/28/2006,03/03/2016,S&P 500 Comp-Ltd,I0003,CNX RESOURCES CORPORATION,CNX
174490,000003,07/18/2006,04/06/2015,S&P 500 Comp-Ltd,I0003,WINDSTREAM HOLDINGS INC,WINMQ
174022,000003,08/01/2006,04/09/2007,S&P 500 Comp-Ltd,I0003,REALOGY HOLDINGS CORP,RLGY
174729,000003,08/01/2006,05/30/2018,S&P 500 Comp-Ltd,I0003,WYNDHAM DESTINATIONS INC,WYND
149070,000003,08/11/2006,,S&P 500 Comp-Ltd,I0003,CME GROUP INC,CME
175263,000003,10/02/2006,,S&P 500 Comp-Ltd,I0003,WESTERN UNION CO,WU
009772,000003,10/02/2006,08/26/2010,S&P 500 Comp-Ltd,I0003,SMITH INTERNATIONAL INC,SII
013599,000003,11/06/2006,11/20/2019,S&P 500 Comp-Ltd,I0003,CELGENE CORP,CELG
165993,000003,11/10/2006,,S&P 500 Comp-Ltd,I0003,FIDELITY NATIONAL INFO SVCS,FIS
260774,000003,11/10/2006,,S&P 500 Comp-Ltd,I0003,CBRE GROUP INC,CBRE
111864,000003,11/17/2006,,S&P 500 Comp-Ltd,I0003,COGNIZANT TECH SOLUTIONS,CTSH
142460,000003,11/20/2006,09/21/2014,S&P 500 Comp-Ltd,I0003,PEABODY ENERGY CORP,BTU
026061,000003,12/01/2006,08/20/2008,S&P 500 Comp-Ltd,I0003,IAC/INTERACTIVECORP,IAC
008873,000003,12/01/2006,06/30/2010,S&P 500 Comp-Ltd,I0003,QUESTAR CORP,STR
012206,000003,12/04/2006,07/28/2015,S&P 500 Comp-Ltd,I0003,DIRECTV,DTV.2
007991,000003,12/20/2006,11/05/2008,S&P 500 Comp-Ltd,I0003,TEREX CORP,TEX
176282,000003,01/03/2007,02/27/2017,S&P 500 Comp-Ltd,I0003,SPECTRA ENERGY CORP,SE.7
002270,000003,01/04/2007,12/22/2009,S&P 500 Comp-Ltd,I0003,VALARIS PLC,VAL
029875,000003,01/10/2007,,S&P 500 Comp-Ltd,I0003,AVALONBAY COMMUNITIES INC,AVB
064891,000003,02/02/2007,,S&P 500 Comp-Ltd,I0003,RALPH LAUREN CORP,RL
011115,000003,02/12/2007,,S&P 500 Comp-Ltd,I0003,VARIAN MEDICAL SYSTEMS INC,VAR
122015,000003,02/15/2007,11/02/2015,S&P 500 Comp-Ltd,I0003,HUDSON CITY BANCORP INC,HCBK
011555,000003,02/22/2007,06/30/2015,S&P 500 Comp-Ltd,I0003,INTEGRYS HOLDING INC,WEC3
065609,000003,03/02/2007,,S&P 500 Comp-Ltd,I0003,C H ROBINSON WORLDWIDE INC,CHRW
007063,000003,03/20/2007,,S&P 500 Comp-Ltd,I0003,HOST HOTELS & RESORTS INC,HST
027780,000003,03/23/2007,03/29/2009,S&P 500 Comp-Ltd,I0003,SITE CENTERS CORP,SITC
063643,000003,03/29/2007,12/22/2013,S&P 500 Comp-Ltd,I0003,ABERCROMBIE & FITCH  -CL A,ANF
142953,000003,04/02/2007,,S&P 500 Comp-Ltd,I0003,MONDELEZ INTERNATIONAL INC,MDLZ
157057,000003,04/10/2007,,S&P 500 Comp-Ltd,I0003,ASSURANT INC,AIZ
060992,000003,05/31/2007,12/18/2011,S&P 500 Comp-Ltd,I0003,SUNEDISON INC,SUNEQ
008717,000003,06/01/2007,01/31/2016,S&P 500 Comp-Ltd,I0003,PRECISION CASTPARTS CORP,PCP
177376,000003,07/02/2007,,S&P 500 Comp-Ltd,I0003,DISCOVER FINANCIAL SVCS,DFS
028119,000003,07/02/2007,11/12/2008,S&P 500 Comp-Ltd,I0003,BROOKFIELD PROPERTY REIT,BPYU
177264,000003,07/02/2007,06/04/2009,S&P 500 Comp-Ltd,I0003,COVIDIEN PLC,COV
177267,000003,07/02/2007,06/25/2009,S&P 500 Comp-Ltd,I0003,TE CONNECTIVITY LTD,TEL
065345,000003,07/09/2007,03/03/2009,S&P 500 Comp-Ltd,I0003,AMERICAN CAPITAL LTD,ACAS
125595,000003,07/12/2007,,S&P 500 Comp-Ltd,I0003,AKAMAI TECHNOLOGIES INC,AKAM
006682,000003,08/27/2007,09/25/2019,S&P 500 Comp-Ltd,I0003,JEFFERIES FINANCIAL GRP INC,JEF
027965,000003,09/07/2007,,S&P 500 Comp-Ltd,I0003,MICROCHIP TECHNOLOGY INC,MCHP
163610,000003,09/26/2007,,S&P 500 Comp-Ltd,I0003,INTERCONTINENTAL EXCHANGE,ICE
010466,000003,09/27/2007,09/30/2018,S&P 500 Comp-Ltd,I0003,ANDEAVOR,ANDV
178310,000003,10/01/2007,06/18/2017,S&P 500 Comp-Ltd,I0003,TERADATA CORP,TDC
126296,000003,10/02/2007,,S&P 500 Comp-Ltd,I0003,EXPEDIA GROUP INC,EXPE
007912,000003,10/08/2007,,S&P 500 Comp-Ltd,I0003,NOBLE ENERGY INC,NBL
004494,000003,10/10/2007,,S&P 500 Comp-Ltd,I0003,EXPEDITORS INTL WASH INC,EXPD
166451,000003,10/25/2007,11/12/2013,S&P 500 Comp-Ltd,I0003,NYSE EURONEXT,NYX
006216,000003,10/26/2007,,S&P 500 Comp-Ltd,I0003,JACOBS ENGINEERING GROUP INC,J
062984,000003,10/29/2007,12/23/2012,S&P 500 Comp-Ltd,I0003,TITANIUM METALS CORP,TIE
008694,000003,11/09/2007,03/29/2016,S&P 500 Comp-Ltd,I0003,PEPCO HOLDINGS INC,POM
006994,000003,11/16/2007,08/31/2009,S&P 500 Comp-Ltd,I0003,MANITOWOC CO,MTW
105365,000003,11/19/2007,,S&P 500 Comp-Ltd,I0003,AMERICAN TOWER CORP,AMT
145049,000003,12/14/2007,04/24/2016,S&P 500 Comp-Ltd,I0003,GAMESTOP CORP,GME
006788,000003,12/21/2007,06/17/2018,S&P 500 Comp-Ltd,I0003,RANGE RESOURCES CORP,RRC
011300,000003,12/31/2007,09/21/2014,S&P 500 Comp-Ltd,I0003,GRAHAM HOLDINGS CO,GHC
010631,000003,01/02/2008,09/22/2019,S&P 500 Comp-Ltd,I0003,TOTAL SYSTEM SERVICES INC,TSS
060894,000003,01/29/2008,04/03/2016,S&P 500 Comp-Ltd,I0003,CAMERON INTERNATIONAL CORP,CAM
179621,000003,03/31/2008,,S&P 500 Comp-Ltd,I0003,PHILIP MORRIS INTERNATIONAL,PM
013125,000003,03/31/2008,11/04/2019,S&P 500 Comp-Ltd,I0003,HEALTHPEAK PROPERTIES INC,PEAK
136725,000003,06/02/2008,,S&P 500 Comp-Ltd,I0003,INTUITIVE SURGICAL INC,ISRG
